aID,aName
59017,Jurnee Smollett
4721,Jill Scott
7071,Louise Fletcher
11511,Daniel Stern
12543,Eileen Ryan
98,Sarah Polley
1471,Ed Gale
55541,Eddie Cibrian
70303,Zach Gilford
52996,Heather Goldenhersh
41886,Mark Polish
54716,Lauren Miller
185805,Jason Jones
50095,Jason Ritter
1451543,Kofi Siriboe
62590,Jack Riley
19011,George W. Bush
77795,Katherine Waterston
20752,Alex Rocco
57387,Leo Fitzpatrick
8437,Teri Garr
6973,Fenella Woolgar
2112,Brock Peters
4996,Tatyana Ali
10767,Barbara Hershey
6721,Piper Laurie
65528,Cynthia Stevenson
71815,Emily Meade
144438,Jeff Witzke
151797,Jimmy Yuill
31070,Ryan O'Neal
65772,Shaun Sipos
33457,Amy Aquino
20056,Keith Allen
6575,Gil Bellows
11517,Gerry Bamman
13663,Robert Shaye
12852,Barry Corbin
8937,John Wood
5385,Jackie Hoffman
16832,Tony Hawk
45400,Greta Gerwig
8226,Billie Whitelaw
27563,Amy Irving
11480,Frank Sivero
11484,Suzanne Shepherd
21385,Tony Sirico
17490,Isiah Whitlock Jr.
42998,Elizabeth Berrington
59967,Rebecca Gayheart
29791,Lynn Redgrave
51975,Laura Ramsey
61852,Nicholas Gonzalez
154000,Essence Atkins
70518,Jo Hartley
53117,Dustin Milligan
235782,Vanessa Martinez
11891,Ivan Kane
20173,Don McKellar
40,Orson Welles
5140,Wes Craven
1034453,La La Anthony
23630,Jeff Anderson
3270,Natasha Gregson Wagner
97619,Linnea Quigley
9221,Donald Pleasence
53828,Jennifer Carpenter
6844,Dom DeLuise
19265,Khandi Alexander
90498,Devon Bostick
23629,Brian O'Halloran
21624,Judd Nelson
16525,Joe Spinell
386,Peter Vaughan
174700,Angela Curran
3034,Corey Feldman
70947,Tad Horino
6217,Anupam Kher
52474,Jason London
55422,Elaine Hendrix
1101,Carl Weathers
73127,Joseph Julian Soria
14801,Hal Landon Jr.
57823,Marylouise Burke
13473,Barry Bostwick
3070,Chris Haywood
26472,Steve Guttenberg
3160,Nehemiah Persoff
4165,John Wayne
20190,Efren Ramirez
93228,Louis Herthum
53936,Melonie Diaz
5620,Kevin Farley
31383,Caroline Dhavernas
54649,Louis Mandylor
17187,Trini Alvarado
65344,Esai Morales
56679,Edwin Hodge
54124,Marceline Hugot
7073,Michael Berryman
11786,Charles Cyphers
98772,Lauren London
167564,Paul Sparks
19961,Nina Dobrev
32646,Monica Calhoun
22434,Betsy Russell
34915,Kristin Booth
66431,Jodie Whittaker
102,Deborah Harry
78501,Melissa Joan Hart
192838,Eileen Davies
11804,Duane Whitaker
132712,Keir Gilchrist
21246,Corbin Bernsen
62596,Kane Hodder
53367,Ruth Sheen
58045,Molly Hagan
35701,Dave Sheridan
8606,Robert Shaw
5695,Sid Haig
49551,Aloma Wright
222330,Brit Marling
13602,Joie Lee
8963,Karen Black
35793,Abhishek Bachchan
76667,Wesley Jonathan
221944,Katie Aselton
41042,Danny Dyer
29579,Charles Lane
84229,Mike Mazurki
8516,John Carradine
93538,De'Aundre Bonds
8260,Strother Martin
17753,Lionel Barrymore
4078,Lee Van Cleef
990,Frank Harper
13784,Burt Lancaster
90596,Katie Featherston
121323,Bess Flowers
8496,Paul Fix
78040,Alex Kendrick
854,James Stewart
3383,Thomas Mitchell
4303,Ward Bond
9096,Gino Corrado
34187,Chuck Hamilton
8493,Ruth White
34505,Stanley Andrews
1208035,Bert Stevens
96722,Byron Foulger
1045763,Harry Wilson
567620,Ricardo Garcia
